Generated: 
Generated: 
Generated: 
Generated: 
StrName,Section,Sourcegroup,x1,y1,z1,x2,y2,z2,width,noiseabatementwall,Length[km],--,PM10[kg/(km*h)],--,--,--,--,--,deposition data
100011394,1,1,-37982.7,4790170.6,0,-37982.2,4790172.4,0,3,-3,0,0,0.093564426,0,0,0,0,0,0,0,0,0,0,0,0,0
100011394,1,1,-37982.2,4790172.4,0,-37980.9,4790176.3,0,3,-3,0,0,0.093564426,0,0,0,0,0,0,0,0,0,0,0,0,0
100011394,1,1,-37980.9,4790176.3,0,-37978.6,4790182.5,0,3,-3,0,0,0.093564426,0,0,0,0,0,0,0,0,0,0,0,0,0
100011394,1,1,-37978.6,4790182.5,0,-37975,4790192.9,0,3,-3,0,0,0.093564426,0,0,0,0,0,0,0,0,0,0,0,0,0
100011394,1,1,-37975,4790192.9,0,-37973.6,4790197,0,3,-3,0,0,0.093564426,0,0,0,0,0,0,0,0,0,0,0,0,0
100011396,1,1,-37995.9,4790156,0,-37995.9,4790152.4,0,3,-3,0,0,0.0016126990000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
100011396,1,1,-37995.9,4790152.4,0,-37996.7,4790148.6,0,3,-3,0,0,0.0016126990000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
100011396,1,1,-37996.7,4790148.6,0,-38066.8,4789961.4,0,3,-3,0,0,0.0016126990000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
100011396,1,1,-38066.8,4789961.4,0,-38068.2,4789956.2,0,3,-3,0,0,0.0016126990000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
100011396,1,1,-38068.2,4789956.2,0,-38068.4,4789952.4,0,3,-3,0,0,0.0016126990000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
100011396,1,1,-38068.4,4789952.4,0,-38065.6,4789948.7,0,3,-3,0,0,0.0016126990000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
100011397,1,1,-37911.9,4790423.3,0,-37908.3,4790420.9,0,3,-3,0,0,0.011952067000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
100011397,1,1,-37908.3,4790420.9,0,-37906.2,4790418.3,0,3,-3,0,0,0.011952067000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
